frequency,angle,length,velocity,thickness,target
-0.81591654,-1.146403,1.7992992,-1.2308085,-0.5954133,0.5154626
-0.78894544,-1.146403,1.7992992,-1.2308085,-0.5954133,0.57608956
-0.7572148,-1.146403,1.7992992,-1.2308085,-0.5954133,0.63645077
-0.71596485,-1.146403,1.7992992,-1.2308085,-0.5954133,0.68378234
-0.6620227,-1.146403,1.7992992,-1.2308085,-0.5954133,0.687505
-0.59856135,-1.146403,1.7992992,-1.2308085,-0.5954133,0.6377802
-0.51923466,-1.146403,1.7992992,-1.2308085,-0.5954133,0.55774206
-0.4081773,-1.146403,1.7992992,-1.2308085,-0.5954133,0.5048262
-0.2812546,-1.146403,1.7992992,-1.2308085,-0.5954133,0.5050922
-0.12260119,-1.146403,1.7992992,-1.2308085,-0.5954133,0.46201503
0.08364822,-1.146403,1.7992992,-1.2308085,-0.5954133,0.41893807
0.35335898,-1.146403,1.7992992,-1.2308085,-0.5954133,0.39261302
0.67066574,-1.146403,1.7992992,-1.2308085,-0.5954133,0.32613605
1.0831646,-1.146403,1.7992992,-1.2308085,-0.5954133,0.2764114
1.622586,-1.146403,1.7992992,-1.2308085,-0.5954133,0.18972537
2.2571995,-1.146403,1.7992992,-1.2308085,-0.5954133,0.12989607
-0.6620227,-0.8928601,1.7992992,1.3129357,-0.5912577,0.6313187
-0.59856135,-0.8928601,1.7992992,1.3129357,-0.5912577,0.601271
-0.51923466,-0.8928601,1.7992992,1.3129357,-0.5912577,0.5980802
-0.4081773,-0.8928601,1.7992992,1.3129357,-0.5912577,0.6182893
-0.2812546,-0.8928601,1.7992992,1.3129357,-0.5912577,0.61855507
-0.12260119,-0.8928601,1.7992992,1.3129357,-0.5912577,0.5619167
0.08364822,-0.8928601,1.7992992,1.3129357,-0.5912577,0.53213495
0.35335898,-0.8928601,1.7992992,1.3129357,-0.5912577,0.48879206
0.67066574,-0.8928601,1.7992992,1.3129357,-0.5912577,0.43215373
1.0831646,-0.8928601,1.7992992,1.3129357,-0.5912577,0.39200157
1.622586,-0.8928601,1.7992992,1.3129357,-0.5912577,0.3188769
2.2571995,-0.8928601,1.7992992,1.3129357,-0.5912577,0.2688861
3.0504665,-0.8928601,1.7992992,1.3129357,-0.5912577,0.15534349
4.1610403,-0.8928601,1.7992992,1.3129357,-0.5912577,0.08514381
-0.81591654,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.49115855
-0.78894544,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.5483288
-0.7572148,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.6190604
-0.71596485,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.66293526
-0.6620227,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.67676216
-0.59856135,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.6435239
-0.51923466,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.58050364
-0.4081773,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.5007312
-0.2812546,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.49780625
-0.12260119,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.4680247
0.08364822,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.41829982
0.35335898,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.3818704
0.67066574,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.34198418
1.0831646,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.30236396
1.622586,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.23588698
2.2571995,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.14920095
3.0504665,-0.8928601,1.7992992,-0.72334456,-0.5491319,0.07261953
-0.78894544,-0.6393172,1.7992992,1.3129357,-0.52355725,0.6430719
-0.7572148,-0.6393172,1.7992992,1.3129357,-0.52355725,0.6667375
-0.71596485,-0.6393172,1.7992992,1.3129357,-0.52355725,0.6906694
-0.6620227,-0.6393172,1.7992992,1.3129357,-0.52355725,0.69439214
-0.59856135,-0.6393172,1.7992992,1.3129357,-0.52355725,0.6813625
-0.51923466,-0.6393172,1.7992992,1.3129357,-0.52355725,0.6449332
-0.4081773,-0.6393172,1.7992992,1.3129357,-0.52355725,0.61515146
-0.2812546,-0.6393172,1.7992992,1.3129357,-0.52355725,0.58882666
-0.12260119,-0.6393172,1.7992992,1.3129357,-0.52355725,0.5489405
0.08364822,-0.6393172,1.7992992,1.3129357,-0.52355725,0.4821975
0.35335898,-0.6393172,1.7992992,1.3129357,-0.52355725,0.44895902
0.67066574,-0.6393172,1.7992992,1.3129357,-0.52355725,0.3923207
1.0831646,-0.6393172,1.7992992,1.3129357,-0.52355725,0.3391391
1.622586,-0.6393172,1.7992992,1.3129357,-0.52355725,0.29925293
2.2571995,-0.6393172,1.7992992,1.3129357,-0.52355725,0.18198743
-0.78894544,-0.6393172,1.7992992,0.29800728,-0.50319725,0.60571164
-0.7572148,-0.6393172,1.7992992,0.29800728,-0.50319725,0.65942514
-0.71596485,-0.6393172,1.7992992,0.29800728,-0.50319725,0.69638634
-0.6620227,-0.6393172,1.7992992,0.29800728,-0.50319725,0.706491
-0.59856135,-0.6393172,1.7992992,0.29800728,-0.50319725,0.6900044
-0.51923466,-0.6393172,1.7992992,0.29800728,-0.50319725,0.63682306
-0.4081773,-0.6393172,1.7992992,0.29800728,-0.50319725,0.5599757
-0.2812546,-0.6393172,1.7992992,0.29800728,-0.50319725,0.5235462
-0.12260119,-0.6393172,1.7992992,0.29800728,-0.50319725,0.5067941
0.08364822,-0.6393172,1.7992992,0.29800728,-0.50319725,0.4469648
0.35335898,-0.6393172,1.7992992,0.29800728,-0.50319725,0.4070786
0.67066574,-0.6393172,1.7992992,0.29800728,-0.50319725,0.37038317
1.0831646,-0.6393172,1.7992992,0.29800728,-0.50319725,0.32704026
1.622586,-0.6393172,1.7992992,0.29800728,-0.50319725,0.27704963
2.2571995,-0.6393172,1.7992992,0.29800728,-0.50319725,0.23370652
-0.81591654,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.53000766
-0.78894544,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.5874439
-0.7572148,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.64488006
-0.71596485,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.6890209
-0.6620227,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.69593436
-0.59856135,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.6629616
-0.51923466,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.5962189
-0.4081773,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.51591456
-0.2812546,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.4560853
-0.12260119,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.44624683
0.08364822,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.4132741
0.35335898,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.35663578
0.67066574,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.33004498
1.0831646,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.2835111
1.622586,-0.6393172,1.7992992,-0.72334456,-0.47029793,0.19336833
-0.81591654,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.52484906
-0.78894544,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.5854762
-0.7572148,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.64264625
-0.71596485,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.6732257
-0.6620227,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.6734915
-0.59856135,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.62376684
-0.51923466,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.57058525
-0.4081773,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.49746054
-0.2812546,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.44427896
-0.12260119,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.43124953
0.08364822,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.3916293
0.35335898,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.32515234
0.67066574,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.27861845
1.0831646,-0.6393172,1.7992992,-1.2308085,-0.44460693,0.16853258
-0.8365415,-0.47028863,1.7992992,1.3129357,-0.46875218,0.61198705
-0.81591654,-0.47028863,1.7992992,1.3129357,-0.46875218,0.65931886
-0.78894544,-0.47028863,1.7992992,1.3129357,-0.46875218,0.6965458
-0.7572148,-0.47028863,1.7992992,1.3129357,-0.46875218,0.7268593
-0.71596485,-0.47028863,1.7992992,1.3129357,-0.46875218,0.75079125
-0.6620227,-0.47028863,1.7992992,1.3129357,-0.46875218,0.7545139
-0.59856135,-0.47028863,1.7992992,1.3129357,-0.46875218,0.73483664
-0.51923466,-0.47028863,1.7992992,1.3129357,-0.46875218,0.69175965
-0.4081773,-0.47028863,1.7992992,1.3129357,-0.46875218,0.61863476
-0.2812546,-0.47028863,1.7992992,1.3129357,-0.46875218,0.55880547
-0.12260119,-0.47028863,1.7992992,1.3129357,-0.46875218,0.54231936
0.08364822,-0.47028863,1.7992992,1.3129357,-0.46875218,0.48913774
0.35335898,-0.47028863,1.7992992,1.3129357,-0.46875218,0.42957443
0.67066574,-0.47028863,1.7992992,1.3129357,-0.46875218,0.38304055
1.0831646,-0.47028863,1.7992992,1.3129357,-0.46875218,0.33996338
1.622586,-0.47028863,1.7992992,1.3129357,-0.46875218,0.2734864
2.2571995,-0.47028863,1.7992992,1.3129357,-0.46875218,0.20009576
3.0504665,-0.47028863,1.7992992,1.3129357,-0.46875218,0.10702798
-0.8365415,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.5361502
-0.81591654,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.6238999
-0.78894544,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.6714972
-0.7572148,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.7124473
-0.71596485,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.73637885
-0.6620227,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.7270723
-0.59856135,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.6738907
-0.51923466,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.6106045
-0.4081773,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.5273752
-0.2812546,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.46754593
-0.12260119,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.44813475
0.08364822,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.40851432
0.35335898,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.3319329
0.67066574,-0.47028863,1.7992992,-0.72334456,-0.40647936,0.2752946
-0.51923466,-1.146403,0.98440963,1.3129357,-0.68435466,0.6584944
-0.4081773,-1.146403,0.98440963,1.3129357,-0.68435466,0.6848194
-0.2812546,-1.146403,0.98440963,1.3129357,-0.68435466,0.6611536
-0.12260119,-1.146403,0.98440963,1.3129357,-0.68435466,0.66407865
0.08364822,-1.146403,0.98440963,1.3129357,-0.68435466,0.6502513
0.35335898,-1.146403,0.98440963,1.3129357,-0.68435466,0.5968038
0.67066574,-1.146403,0.98440963,1.3129357,-0.68435466,0.5563858
1.0831646,-1.146403,0.98440963,1.3129357,-0.68435466,0.4962906
1.622586,-1.146403,0.98440963,1.3129357,-0.68435466,0.38939568
2.2571995,-1.146403,0.98440963,1.3129357,-0.68435466,0.3923207
3.0504665,-1.146403,0.98440963,1.3129357,-0.68435466,0.37875932
4.1610403,-1.146403,0.98440963,1.3129357,-0.68435466,0.30855966
5.4302673,-1.146403,0.98440963,1.3129357,-0.68435466,0.2949983
-0.81591654,-1.146403,0.98440963,0.29800728,-0.6729511,0.42970732
-0.78894544,-1.146403,0.98440963,0.29800728,-0.6729511,0.48607987
-0.7572148,-1.146403,0.98440963,0.29800728,-0.6729511,0.5424522
-0.71596485,-1.146403,0.98440963,0.29800728,-0.6729511,0.6057384
-0.6620227,-1.146403,0.98440963,0.29800728,-0.6729511,0.6421677
-0.59856135,-1.146403,0.98440963,0.29800728,-0.6729511,0.6623765
-0.51923466,-1.146403,0.98440963,0.29800728,-0.6729511,0.65227234
-0.4081773,-1.146403,0.98440963,0.29800728,-0.6729511,0.6224905
-0.2812546,-1.146403,0.98440963,0.29800728,-0.6729511,0.6158429
-0.12260119,-1.146403,0.98440963,0.29800728,-0.6729511,0.6158429
0.08364822,-1.146403,0.98440963,0.29800728,-0.6729511,0.57914764
0.35335898,-1.146403,0.98440963,0.29800728,-0.6729511,0.53261375
0.67066574,-1.146403,0.98440963,0.29800728,-0.6729511,0.50602293
1.0831646,-1.146403,0.98440963,0.29800728,-0.6729511,0.39965978
-0.81591654,-1.146403,0.98440963,-0.72334456,-0.6545612,0.46999234
-0.78894544,-1.146403,0.98440963,-0.72334456,-0.6545612,0.5367353
-0.7572148,-1.146403,0.98440963,-0.72334456,-0.6545612,0.606669
-0.71596485,-1.146403,0.98440963,-0.72334456,-0.6545612,0.67341197
-0.6620227,-1.146403,0.98440963,-0.72334456,-0.6545612,0.71329814
-0.59856135,-1.146403,0.98440963,-0.72334456,-0.6545612,0.7194139
-0.51923466,-1.146403,0.98440963,-0.72334456,-0.6545612,0.69175965
-0.4081773,-1.146403,0.98440963,-0.72334456,-0.6545612,0.63060075
-0.2812546,-1.146403,0.98440963,-0.72334456,-0.6545612,0.5830032
-0.12260119,-1.146403,0.98440963,-0.72334456,-0.6545612,0.5755578
0.08364822,-1.146403,0.98440963,-0.72334456,-0.6545612,0.56492144
0.35335898,-1.146403,0.98440963,-0.72334456,-0.6545612,0.53407604
0.67066574,-1.146403,0.98440963,-0.72334456,-0.6545612,0.4997741
1.0831646,-1.146403,0.98440963,-0.72334456,-0.6545612,0.3745313
-0.81591654,-1.146403,0.98440963,-1.2308085,-0.6402077,0.4577606
-0.78894544,-1.146403,0.98440963,-1.2308085,-0.6402077,0.53859663
-0.7572148,-1.146403,0.98440963,-1.2308085,-0.6402077,0.6194327
-0.71596485,-1.146403,0.98440963,-1.2308085,-0.6402077,0.6936208
-0.6620227,-1.146403,0.98440963,-1.2308085,-0.6402077,0.72712547
-0.59856135,-1.146403,0.98440963,-1.2308085,-0.6402077,0.7236685
-0.51923466,-1.146403,0.98440963,-1.2308085,-0.6402077,0.6760708
-0.4081773,-1.146403,0.98440963,-1.2308085,-0.6402077,0.59151226
-0.2812546,-1.146403,0.98440963,-1.2308085,-0.6402077,0.53381026
-0.12260119,-1.146403,0.98440963,-1.2308085,-0.6402077,0.5335443
0.08364822,-1.146403,0.98440963,-1.2308085,-0.6402077,0.5335443
0.35335898,-1.146403,0.98440963,-1.2308085,-0.6402077,0.4960514
0.67066574,-1.146403,0.98440963,-1.2308085,-0.6402077,0.45536733
1.0831646,-1.146403,0.98440963,-1.2308085,-0.6402077,0.35724744
-0.78894544,-0.8083458,0.98440963,1.3129357,-0.6244986,0.5779775
-0.7572148,-0.8083458,0.98440963,1.3129357,-0.6244986,0.61440694
-0.71596485,-0.8083458,0.98440963,1.3129357,-0.6244986,0.637541
-0.6620227,-0.8083458,0.98440963,1.3129357,-0.6244986,0.6604091
-0.59856135,-0.8083458,0.98440963,1.3129357,-0.6244986,0.680086
-0.51923466,-0.8083458,0.98440963,1.3129357,-0.6244986,0.67636335
-0.4081773,-0.8083458,0.98440963,1.3129357,-0.6244986,0.6492408
-0.2812546,-0.8083458,0.98440963,1.3129357,-0.6244986,0.6253092
-0.12260119,-0.8083458,0.98440963,1.3129357,-0.6244986,0.628234
0.08364822,-0.8083458,0.98440963,1.3129357,-0.6244986,0.60456824
0.35335898,-0.8083458,0.98440963,1.3129357,-0.6244986,0.55058897
0.67066574,-0.8083458,0.98440963,1.3129357,-0.6244986,0.51681876
1.0831646,-0.8083458,0.98440963,1.3129357,-0.6244986,0.46283948
1.622586,-0.8083458,0.98440963,1.3129357,-0.6244986,0.33546957
2.2571995,-0.8083458,0.98440963,1.3129357,-0.6244986,0.25809026
-0.78894544,-0.8083458,0.98440963,0.29800728,-0.6089089,0.50288516
-0.7572148,-0.8083458,0.98440963,0.29800728,-0.6089089,0.5667031
-0.71596485,-0.8083458,0.98440963,0.29800728,-0.6089089,0.62387335
-0.6620227,-0.8083458,0.98440963,0.29800728,-0.6089089,0.66774815
-0.59856135,-0.8083458,0.98440963,0.29800728,-0.6089089,0.68130934
-0.51923466,-0.8083458,0.98440963,0.29800728,-0.6089089,0.6749274
-0.4081773,-0.8083458,0.98440963,0.29800728,-0.6089089,0.62148005
-0.2812546,-0.8083458,0.98440963,0.29800728,-0.6089089,0.5645758
-0.12260119,-0.8083458,0.98440963,0.29800728,-0.6089089,0.5446327
0.08364822,-0.8083458,0.98440963,0.29800728,-0.6089089,0.5414417
0.35335898,-0.8083458,0.98440963,0.29800728,-0.6089089,0.5012898
0.67066574,-0.8083458,0.98440963,0.29800728,-0.6089089,0.45448992
1.0831646,-0.8083458,0.98440963,0.29800728,-0.6089089,0.40769005
-0.81591654,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.445582
-0.78894544,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.49902958
-0.7572148,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.5790677
-0.71596485,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.63916296
-0.6620227,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.6822401
-0.59856135,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.6851651
-0.51923466,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.6614993
-0.4081773,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.59714943
-0.2812546,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.51631343
-0.12260119,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.47908646
0.08364822,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.48520222
0.35335898,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.4479751
0.67066574,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.41074815
1.0831646,-0.8083458,0.98440963,-0.72334456,-0.5837686,0.34666422
-0.81591654,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.445848
-0.78894544,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.5327998
-0.7572148,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.6194858
-0.71596485,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.68277204
-0.6620227,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.7160105
-0.59856135,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.7160105
-0.51923466,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.6726674
-0.4081773,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.5960858
-0.2812546,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.52269536
-0.12260119,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.47935224
0.08364822,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.4825432
0.35335898,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.4559524
0.67066574,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.39585716
1.0831646,-0.8083458,0.98440963,-1.2308085,-0.56414497,0.31262806
-0.7572148,-0.47028863,0.98440963,1.3129357,-0.542669,0.6216397
-0.71596485,-0.47028863,0.98440963,1.3129357,-0.542669,0.6822665
-0.6620227,-0.47028863,0.98440963,1.3129357,-0.542669,0.7261415
-0.59856135,-0.47028863,0.98440963,1.3129357,-0.542669,0.75326383
-0.51923466,-0.47028863,0.98440963,1.3129357,-0.542669,0.75353
-0.4081773,-0.47028863,0.98440963,1.3129357,-0.542669,0.69370073
-0.2812546,-0.47028863,0.98440963,1.3129357,-0.542669,0.6072807
-0.12260119,-0.47028863,0.98440963,1.3129357,-0.542669,0.55728984
0.08364822,-0.47028863,0.98440963,1.3129357,-0.542669,0.55117404
0.35335898,-0.47028863,0.98440963,1.3129357,-0.542669,0.48788786
0.67066574,-0.47028863,0.98440963,1.3129357,-0.542669,0.47166744
1.0831646,-0.47028863,0.98440963,1.3129357,-0.542669,0.40519047
1.622586,-0.47028863,0.98440963,1.3129357,-0.542669,0.25176167
2.2571995,-0.47028863,0.98440963,1.3129357,-0.542669,0.25867534
3.0504665,-0.47028863,0.98440963,1.3129357,-0.542669,0.2892548
4.1610403,-0.47028863,0.98440963,1.3129357,-0.542669,0.24963437
5.4302673,-0.47028863,0.98440963,1.3129357,-0.542669,0.16640526
-0.78894544,-0.47028863,0.98440963,0.29800728,-0.5213566,0.52899736
-0.7572148,-0.47028863,0.98440963,0.29800728,-0.5213566,0.6364242
-0.71596485,-0.47028863,0.98440963,0.29800728,-0.5213566,0.7068898
-0.6620227,-0.47028863,0.98440963,0.29800728,-0.5213566,0.7574122
-0.59856135,-0.47028863,0.98440963,0.29800728,-0.5213566,0.7645918
-0.51923466,-0.47028863,0.98440963,0.29800728,-0.5213566,0.74145794
-0.4081773,-0.47028863,0.98440963,0.29800728,-0.5213566,0.6616856
-0.2812546,-0.47028863,0.98440963,0.29800728,-0.5213566,0.5550562
-0.12260119,-0.47028863,0.98440963,0.29800728,-0.5213566,0.5053316
0.08364822,-0.47028863,0.98440963,0.29800728,-0.5213566,0.50559735
0.35335898,-0.47028863,0.98440963,0.29800728,-0.5213566,0.4593294
0.67066574,-0.47028863,0.98440963,0.29800728,-0.5213566,0.44284305
1.0831646,-0.47028863,0.98440963,0.29800728,-0.5213566,0.36626163
1.622586,-0.47028863,0.98440963,0.29800728,-0.5213566,0.24314633
-0.81591654,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.5012098
-0.78894544,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.54508466
-0.7572148,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.62911165
-0.71596485,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.6966521
-0.6620227,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.7203179
-0.59856135,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.7070225
-0.51923466,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.6636798
-0.4081773,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.58337545
-0.2812546,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.48605308
-0.12260119,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.43260574
0.08364822,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.45308056
0.35335898,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.4195761
0.67066574,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.37942415
1.0831646,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.2890154
1.622586,-0.47028863,0.98440963,-0.72334456,-0.4869876,0.25923365
-0.8365415,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.4469648
-0.81591654,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.5379053
-0.78894544,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.60544586
-0.7572148,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.67963403
-0.71596485,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.71712714
-0.6620227,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.73095447
-0.59856135,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.70436364
-0.51923466,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.65782976
-0.4081773,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.5809822
-0.2812546,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.49748713
-0.12260119,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.4474965
0.08364822,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.44802824
0.35335898,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.41159898
0.67066574,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.3347516
1.0831646,-0.47028863,0.98440963,-1.2308085,-0.46016014,0.2477996
-0.78894544,-0.25055143,0.98440963,1.3129357,-0.4522854,0.64668804
