Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,target
0.59134555,0.5756314,0.8484424,0.58380604,0.18984057,0.6697595,1.0860943,0.42857143
0.8411818,0.87796545,0.6093343,0.8836039,0.6652022,1.2536949,1.0860943,0.32142857
1.4241335,1.5330225,1.2071048,1.3567543,1.0301715,1.4772328,1.7686343,0.5
1.1742973,1.2810777,1.3266588,1.5851717,0.9738492,1.8923746,1.732711,0.4642857
0.09167255,0.2732973,0.25067177,-0.21157612,-0.40717736,-0.38406175,0.080246106,0.2857143
-0.4496401,-0.33137083,-0.22754511,-0.6235433,-0.6549961,-0.44336778,-0.6741401,0.25
-0.4496401,-0.3817598,-0.22754511,-0.6245631,-0.7135714,-0.43424377,-0.5304474,0.21428572
-0.4080007,-0.33137083,-0.34709916,-0.5103544,-0.36887804,-0.8721954,-0.6022937,0.32142857
-1.3657072,-1.4399291,-1.0644242,-1.2180406,-1.1461279,-1.2280312,-1.1770642,0.21428572
0.21659067,0.2732973,0.13111737,0.029077927,-0.14133532,0.09950977,0.11616922,0.5
0.050032675,0.2732973,0.48977986,0.11065563,-0.19540486,-0.15139994,0.6909397,0.5
0.050032675,0.07174117,0.011563333,-0.21361566,-0.22018681,-0.11946597,-0.24306226,0.32142857
0.6746243,0.6260204,0.48977986,0.70311326,0.62239707,0.54658556,0.762786,0.39285713
-0.033246078,0.021352207,0.37022582,-0.20749728,-0.30804977,0.026517946,-0.027523348,0.39285713
0.1749513,0.22290835,0.6093343,-0.054539192,-0.2967853,0.021955872,0.295785,0.35714287
-0.19980358,-0.079425715,-0.34709916,-0.328844,-0.44322366,-0.4479297,-0.1352928,0.32142857
-0.11652483,-0.18020394,-0.10799071,-0.3981851,-0.5783976,-0.014540038,-0.27898538,0.2857143
-0.741116,-0.12981468,-0.8253159,-0.9488343,-1.0064481,-0.75358355,-0.7819095,0.2857143
-0.24144296,-0.12981468,-0.34709916,-0.58581376,-0.54910994,-0.42055783,-0.6022937,0.2857143
-0.49127945,-0.48253772,-0.8253159,-0.811172,-0.8442395,-0.6714676,-0.45860118,0.2857143
-0.741116,-0.88565,-1.4230866,-1.012057,-0.95012575,-1.0683613,-0.9615253,0.2857143
-0.8243947,-0.5833159,-0.8253159,-0.88867074,-1.033483,-1.0729233,-0.5304474,0.2857143
0.1749513,0.021352207,-0.34709916,-0.27581862,-0.27876207,-0.3156319,-0.20713915,0.35714287
0.050032675,0.07174117,-0.58620745,-0.48384163,-0.569386,-0.20158194,-0.42267796,0.35714287
-0.28308234,-0.33137083,-0.10799071,-0.4410133,-0.46800563,-0.71708757,-0.1352928,0.35714287
-0.6994766,-0.68409383,-0.8253159,-0.8703158,-1.0312301,-0.77639353,-0.5304474,0.32142857
0.29986942,0.22290835,0.25067177,0.10963586,-0.057978105,-0.07840799,0.5113239,0.2857143
-0.9909525,-1.0368168,-1.3035324,-1.1588967,-1.1033227,-1.1048573,-1.1052178,0.25
-0.4496401,-0.43214875,-0.8253159,-0.8325861,-0.8847917,-0.70340157,-0.7100632,0.2857143
-1.1575103,-1.137595,-1.3035324,-1.1731727,-1.1551393,-1.1231053,-1.1052178,0.21428572
-0.07488545,0.17251939,0.011563333,-0.12795912,-0.24947451,-0.07384605,0.11616922,0.4642857
-1.2824284,-1.4399291,-1.5426407,-1.2537308,-1.2137147,-1.1824112,-1.2129874,0.17857143
-1.3657072,-1.288762,-1.4230866,-1.3322493,-1.254267,-1.1869732,-1.2129874,0.17857143
-2.1152167,-2.1453753,-1.9013032,-1.5412921,-1.4908212,-1.4333211,-1.5003725,0.14285715
-1.2407889,-1.3391509,-1.1839782,-1.2047843,-1.1348634,-1.1504773,-1.2129874,0.17857143
-1.1575103,-1.1879841,-1.3035324,-1.1792911,-1.1145873,-1.0911713,-1.141141,0.25
1.465773,1.2810777,0.48977986,1.8288851,1.219415,0.7564374,2.163789,0.64285713
1.5490518,1.3314667,0.6093343,2.3050947,1.8344561,0.73362744,3.8881,0.60714287
0.59134555,0.7267983,0.6093343,0.8836039,0.5593159,0.93435514,1.2297869,0.5714286
-0.6994766,-0.5833159,-0.34709916,-0.86725664,-0.83072215,-1.0729233,-0.7890942,0.2857143
-1.6571833,-1.4903182,-1.1839782,-1.2996182,-1.2362437,-1.3192711,-1.2704643,0.21428572
-1.448986,-1.4903182,-1.0644242,-1.2598491,-1.231738,-1.1367912,-1.2273566,0.21428572
-2.1568563,-2.0949862,-1.7817491,-1.4913257,-1.4390047,-1.460693,-1.5147418,0.21428572
-0.8243947,-0.78487176,-0.58620745,-0.86215806,-0.8825388,-0.9086914,-0.74239403,0.25
-1.8237407,-1.792652,-1.4230866,-1.3720183,-1.3150952,-1.3329571,-1.3710492,0.21428572
-1.4906255,-1.5407071,-1.1839782,-1.2812632,-1.1956916,-1.378577,-1.2632798,0.2857143
-0.9909525,-0.83526105,-0.7057617,-0.96514976,-0.93886125,-1.0729233,-0.8753097,0.2857143
-1.2407889,-1.238373,-1.0644242,-1.1741927,-1.1866801,-1.1231053,-1.0513332,0.2857143
0.3415088,0.37407523,0.37022582,-0.0055926195,-0.082760066,0.2272458,0.06228455,0.32142857
0.21659067,0.4244642,0.13111737,-0.17894511,-0.2900267,-0.33844185,0.19879247,0.32142857
1.0493786,1.1299102,1.2071048,1.0518577,0.7192716,1.144207,1.492026,0.53571427
0.29986942,0.47485346,0.37022582,-0.06473639,-0.087265804,0.08582382,0.026361434,0.35714287
-0.4080007,-0.33137083,-0.22754511,-0.6347603,-0.6842838,-0.5847897,-0.4945243,0.32142857
-0.28308234,-0.28098187,-0.34709916,-0.57051784,-0.5153164,-0.6669056,-0.46578583,0.32142857
-0.5329188,-0.5833159,-0.46665338,-0.6398589,-0.6099381,-0.66234356,-0.59151685,0.32142857
-2.0319378,-2.0445971,-1.4230866,-1.4311621,-1.3849349,-1.2918991,-1.414157,0.2857143
-2.9063654,-2.8004324,-2.0208573,-1.6259289,-1.5719255,-1.5884289,-1.6261035,0.14285715
-2.948005,-2.8004324,-1.0644242,-1.6289881,-1.560661,-1.5747429,-1.6440651,0.10714286
0.5497057,0.6764093,0.13111737,0.4573606,0.37007248,0.7427513,0.6190933,0.5
0.6746243,0.92835444,1.0875508,0.59094405,0.4939819,0.71081746,0.6909397,0.2857143
0.9244606,1.0795213,1.2071048,1.1069229,0.6629492,1.1350831,1.5171721,0.32142857
0.6746243,0.7771875,0.48977986,0.4644986,0.047908075,0.5009655,0.8346322,0.32142857
0.3415088,0.4244642,-0.10799071,0.3258167,0.12450656,-0.2836979,0.5113239,0.39285713
-0.07488545,-0.029036755,-0.22754511,-0.21769448,-0.17738177,-0.4524918,-0.20713915,0.32142857
0.42478755,0.52524245,1.2071048,0.33703366,0.14703552,0.5648336,0.72686285,0.42857143
1.0077393,0.7771875,1.8048759,1.3975433,0.84092814,0.7381894,2.8463287,0.53571427
0.46642694,0.47485346,0.72888833,0.16062197,0.0659313,0.30023763,0.33170813,0.42857143
0.42478755,0.52524245,0.6093343,0.60216093,-0.27425635,-0.019102111,1.4453259,0.42857143
0.6746243,0.5756314,0.6093343,0.46347898,0.27995652,0.6104535,0.72686285,0.42857143
0.6746243,0.7771875,0.48977986,0.8020263,0.76883525,0.7016933,0.295785,0.42857143
0.7162637,0.7771875,0.8484424,0.8479138,0.8319167,1.062091,0.762786,0.39285713
1.6739703,1.5330225,1.6853215,2.676273,1.3095307,1.9836144,5.504642,0.60714287
1.0493786,1.3818557,2.1635382,1.8829303,0.9062623,0.99366117,4.139562,0.53571427
1.6739703,1.6338005,1.2071048,3.5104043,3.204218,2.759154,3.4929457,0.4642857
1.6739703,1.6841894,0.8484424,2.6416025,1.8276974,2.471748,4.3910246,0.6785714
1.2992154,1.6338005,1.5657673,2.06648,1.196886,2.0748544,2.954098,0.6785714
1.5074123,1.5330225,1.9244299,2.3499622,2.0642517,1.167017,3.7444074,0.4642857
1.2992154,1.0795213,0.8484424,1.6106648,0.6899839,2.0839784,2.7385592,0.39285713
1.4241335,1.4322447,1.8048759,2.2999961,1.591143,3.2883456,2.5230203,0.4642857
0.050032675,-0.12981468,0.13111737,-0.109604135,-0.2314513,-0.10578002,0.11616922,0.21428572
0.008393298,0.2732973,0.37022582,0.48183408,0.57058036,0.47815552,0.33170813,0.25
-0.033246078,-0.029036755,-0.58620745,-0.1075646,-0.17738177,0.035641823,-0.1352928,0.25
-2.4066925,-2.4980984,-2.37952,-1.5922781,-1.5358791,-1.483503,-1.608142,0.14285715
-1.3657072,-1.4903182,-1.1839782,-1.326131,-1.3286126,-1.3101472,-1.1770642,0.21428572
-1.740462,-1.9942082,-1.9013032,-1.4352411,-1.3488886,-1.3055851,-1.4644494,0.14285715
-1.740462,-1.641485,-1.3035324,-1.3975114,-1.3804293,-1.2143452,-1.3566799,0.25
-2.4899714,-2.4980984,-2.2599657,-1.5953372,-1.5065914,-1.510875,-1.608142,0.10714286
0.46642694,0.6764093,0.25067177,0.28808707,0.11549495,0.32760966,0.7987091,0.35714287
0.3831482,0.7267983,0.9679968,0.22588399,0.17857608,0.17706381,0.40355438,0.4642857
0.9660999,1.0291324,0.8484424,1.0997849,0.7012484,0.77924734,2.3793278,0.71428573
0.29986942,0.4244642,0.48977986,0.39719707,0.31374997,0.79749537,0.4394777,0.32142857
0.7995424,0.6764093,0.8484424,0.38292104,0.34303766,0.3047997,0.6190933,0.32142857
1.0077393,1.0291324,1.4462132,1.5066533,1.1788628,1.7007707,1.5890185,0.39285713
0.7995424,0.8275765,1.2071048,0.7938686,0.83867514,1.0575291,0.8346322,0.42857143
0.8828212,0.7267983,0.25067177,0.45634097,0.14703552,1.4179268,0.33170813,0.39285713
0.8828212,0.92835444,1.0875508,1.1303765,0.81389344,1.3768688,1.014248,0.32142857
0.8828212,0.7267983,0.48977986,0.75511914,0.75306505,1.408803,0.54724705,0.35714287
0.5080663,0.52524245,0.72888833,0.21160796,0.025379118,0.8248673,0.36763126,0.2857143
0.75790304,0.7267983,0.9679968,0.6745612,0.5638216,0.32760966,0.6190933,0.42857143
0.7162637,0.7771875,0.72888833,0.39515778,0.26869205,0.54658556,0.8705555,0.39285713
0.46642694,0.4244642,0.25067177,0.200391,-0.3756368,0.008269923,0.8705555,0.4642857
-1.4073467,-1.3391509,-1.3035324,-1.2414942,-1.2047032,-1.1002953,-0.63821685,0.25
-0.11652483,-0.079425715,0.011563333,-0.029046198,0.44892386,0.14512983,-0.3149086,0.32142857
-0.19980358,-0.029036755,0.37022582,-0.11572238,-0.06023111,-0.24720186,0.04432299,0.39285713
-0.1581642,0.021352207,0.25067177,-0.37677094,-0.33508462,-0.3247559,-0.20713915,0.35714287
0.9660999,0.92835444,1.0875508,0.96824086,0.38358983,0.7564374,1.6249416,0.53571427
0.29986942,0.4244642,0.48977986,0.1901938,0.32726744,-0.02366405,0.15209234,0.5
0.5080663,0.52524245,1.0875508,0.1901938,0.018620377,0.2956757,0.33170813,0.32142857
-0.6161978,-0.6337049,-0.46665338,-0.8407439,-0.87352717,-0.78095555,-0.74598634,0.2857143
-0.19980358,-0.079425715,0.6093343,-0.007632035,-0.47476423,0.22268373,0.33170813,0.42857143
-0.19980358,-0.079425715,0.13111737,-0.40532312,-0.5648802,-0.31106982,-0.06344646,0.39285713
0.050032675,0.2732973,0.72888833,-0.027006662,-0.27425635,-0.23351592,0.25986192,0.42857143
-0.8660343,-0.7344828,-0.58620745,-0.93761736,-0.8487453,-0.99993134,-0.85375583,0.25
-0.6994766,-0.68409383,0.011563333,-0.7071605,-0.7811584,-0.65778166,-0.5663706,0.2857143
-1.0325918,-1.0872059,-0.7057617,-1.0477473,-1.1281047,-1.0364274,-0.85375583,0.2857143
-0.741116,-0.68409383,-0.7057617,-0.9162032,-0.94561994,-0.8721954,-0.85375583,0.25
0.008393298,0.07174117,0.72888833,0.007663762,-0.37788966,-0.11034196,0.5113239,0.42857143
-1.2824284,-1.288762,-1.0644242,-1.1486995,-1.0695293,-1.1732873,-1.141141,0.21428572
-0.28308234,-0.43214875,0.13111737,-0.39614558,-0.7203302,-0.16508603,-0.1352928,0.32142857
-1.5739043,-1.591096,-1.1839782,-1.3210324,-1.2790489,-1.2690891,-1.2848336,0.21428572
-0.9076737,-0.83526105,-0.8253159,-0.9151835,-0.900562,-0.9315014,-0.85375583,0.39285713
-0.19980358,-0.029036755,0.011563333,-0.43489507,-0.5333396,-0.41143382,-0.24306226,0.2857143
-0.32472172,-0.12981468,0.48977986,-0.3441398,-0.5040519,-0.4798637,-0.027523348,0.4642857
0.21659067,-0.029036755,0.011563333,-0.053519424,-0.51982224,-0.15596202,0.11616922,0.32142857
-0.6161978,-0.5833159,-0.22754511,-0.75202817,-0.83522797,-0.6349716,-0.74598634,0.25
-0.9909525,-1.0872059,-0.46665338,-1.0293922,-1.0492532,-1.0090554,-0.92560214,0.21428572
-0.4496401,-0.48253772,-0.10799071,-0.6684111,-0.8690214,-0.59847564,-0.5304474,0.32142857
-0.9076737,-1.0368168,-0.22754511,-1.03755,-1.0312301,-0.95887345,-0.9615253,0.25
-0.6578372,-0.83526105,-0.34709916,-0.76222533,-0.8149519,-0.6212857,-0.7100632,0.2857143
-0.4496401,-0.5833159,0.13111737,-0.6347603,-0.7766526,-0.52092177,-0.42267796,0.35714287
-0.28308234,-0.33137083,0.25067177,-0.51647264,-0.62796134,-0.33387992,-0.35083172,0.2857143
-0.6578372,-0.532927,0.25067177,-0.7010421,-0.8036874,-0.5072357,-0.6022937,0.35714287
-0.8243947,-0.28098187,-0.8253159,-1.0242937,-1.0402416,-0.9315014,-0.99744844,0.32142857
-0.19980358,-0.3817598,-0.10799071,-0.7724226,-0.8464924,-0.6851536,-0.6022937,0.2857143
-1.1158708,-1.1879841,-0.34709916,-1.067122,-1.0740352,-0.8995674,-1.0692947,0.21428572
-1.3240677,-1.38954,-1.3035324,-1.2720858,-1.2677842,-1.2052212,-1.2129874,0.21428572
0.46642694,0.5756314,0.6093343,0.55627364,0.20110518,0.2637417,0.7987091,0.35714287
0.050032675,0.07174117,0.48977986,-0.09328857,-0.2967853,-0.20614387,0.04432299,0.5
0.25823006,0.37407523,-0.10799071,0.014801898,-0.10528903,-0.16508603,0.25986192,0.42857143
0.3415088,0.32368627,0.8484424,0.15042466,-0.22243969,0.11319585,0.6190933,0.4642857
0.8411818,0.9787434,1.8048759,1.2578415,0.6156383,0.9708512,1.4094027,0.75
-2.0735772,-1.943819,-1.5426407,-1.4546157,-1.4007053,-1.3831391,-1.4644494,0.21428572
-0.6994766,-0.5833159,-0.10799071,-0.8030142,-0.80143446,-0.89044344,-0.81783265,0.39285713
-1.9070197,-1.8430412,-1.4230866,-1.4372805,-1.4007053,-1.355767,-1.4285263,0.2857143
-3.739154,-3.5562673,-3.0968447,-1.6860925,-1.6147307,-1.643173,-1.7051345,0.0
-3.2811203,-3.1027665,-2.6186283,-1.6636585,-1.5989603,-1.6203629,-1.687173,0.071428575
-3.4476779,-3.2035444,-2.6186283,-1.6738557,-1.6079719,-1.6294869,-1.6943575,0.071428575
-3.0312839,-2.9012103,-2.4990742,-1.6473429,-1.585443,-1.6066769,-1.6799883,0.14285715
0.3415088,0.17251939,0.48977986,0.23200236,-0.04446076,0.34585768,0.25986192,0.5714286
-2.1152167,-2.0949862,-1.6621948,-1.486227,-1.4660393,-1.4241971,-1.4644494,0.14285715
-2.4483318,-2.3469312,-1.7817491,-1.5586274,-1.5020858,-1.5519329,-1.5722189,0.14285715
-1.8653802,-1.792652,-1.4230866,-1.4301425,-1.4232342,-1.405949,-1.4285263,0.25
-1.6155436,-1.5407071,-1.3035324,-1.3526437,-1.3353713,-1.2918991,-1.2848336,0.25
-1.448986,-1.4903182,-1.3035324,-1.3353086,-1.3015779,-1.3329571,-1.2848336,0.32142857
-1.6988226,-1.641485,-1.4230866,-1.3669198,-1.3331183,-1.3512051,-1.3566799,0.42857143
-1.3657072,-1.3391509,-1.3035324,-1.2873816,-1.2835547,-1.2690891,-1.2129874,0.2857143
-1.8237407,-1.641485,-1.5426407,-1.3720183,-1.3150952,-1.3010231,-1.392603,0.21428572
-1.4906255,-1.38954,-0.7057617,-1.2547506,-1.2497612,-1.1504773,-1.2129874,0.21428572
-1.6155436,-1.591096,-0.8253159,-1.340407,-1.3241068,-1.3283951,-1.2848336,0.21428572
0.5497057,0.6260204,0.9679968,0.6011413,0.2754508,0.9115452,0.8705555,0.42857143
0.59134555,0.47485346,0.37022582,0.47265652,0.69448966,0.32760966,0.4394777,0.39285713
0.42478755,0.52524245,1.0875508,0.5409777,0.40161306,0.3321716,0.762786,0.5
0.63298494,0.87796545,0.6093343,0.84179544,0.56607467,0.8841733,0.72686285,0.5
0.29986942,0.4244642,0.8484424,0.3717042,0.10873634,0.23636967,0.94240177,0.5
0.29986942,0.4244642,1.0875508,0.49203128,0.09521886,-0.051036086,1.2297869,0.64285713
0.1749513,0.52524245,0.48977986,0.14022745,-0.082760066,-0.137714,0.762786,0.32142857
0.9244606,0.9787434,0.72888833,1.1956384,1.1067702,1.062091,0.90647864,0.5
0.5497057,0.6764093,0.48977986,0.55627364,0.5322811,0.6834453,0.40355438,0.42857143
0.13331193,0.6764093,0.37022582,0.20243041,0.15604712,0.12231987,0.15209234,0.35714287
0.3831482,0.32368627,-0.34709916,0.07394567,0.0366436,-0.07384605,0.2239388,0.39285713
0.050032675,0.12213013,0.6093343,0.13410921,-0.1818875,0.53289944,0.04432299,0.35714287
-2.3234138,-2.1453753,-1.9013032,-1.4964244,-1.4187285,-1.4241971,-1.5291111,0.10714286
-2.1152167,-2.0949862,-1.4230866,-1.4444185,-1.409717,-1.392263,-1.4285263,0.17857143
-0.5329188,-0.28098187,-0.22754511,-0.38696814,-0.2674976,-0.25632587,-0.5663706,0.35714287
-0.033246078,0.4244642,0.25067177,0.13512886,0.009608767,0.04932791,-0.027523348,0.4642857
-1.448986,-1.3391509,-0.7057617,-1.0936347,-1.0672764,-1.0683613,-1.0657024,0.25
-0.4496401,-0.18020394,0.25067177,-0.39410615,-0.63472,-0.84026146,0.11616922,0.2857143
-0.6161978,-0.48253772,-0.34709916,-0.6714702,-0.7023069,-0.7353355,-0.4945243,0.42857143
0.9660999,1.1802993,1.8048759,1.9379953,0.42414203,0.9571651,2.2356353,0.75
